aluminium	ammonia	arsenic	barium	cadmium	chloramine	chromium	copper	fluoride	bacteria	viruses	lead	nitrates	nitrites	mercury	perchlorate	radium	selenium	silver	uranium	is_safe
0.52	28.28	0.66	1.46	0.04	5.36	0.05	1.33	1.29	0.43	0.006	0.108	9.25	2.01	0.004	29.05	2.12	0.07	0.07	0.01	1
0.05	25.04	0.05	0.95	0.06	0.11	0.09	1.72	0.49	0.6	0.6	0.093	7.5	1.23	0.009	0.98	2.2	0.02	0.07	0.07	0
0.07	11.08	0.08	2.14	0.02	0.09	0.01	0.02	0.31	0	0.002	0.17	7.3	0.45	0.001	2.57	0.89	0.04	0.02	0.06	0
0.05	9.9	0.03	1.27	0.02	0.09	0.01	0.36	1.31	0.64	0.64	0.154	9.48	1.35	0.006	0.15	5.96	0.06	0.03	0.01	0
0.06	14.2	0.08	0.63	0.02	0.1	0.08	0.02	0.92	0	0	0.018	0.45	1.71	0.008	4.55	4.98	0.03	0.02	0.01	0
0.07	20.32	0.03	1.3	0.07	0.01	0.08	1.56	0.63	0.45	0.006	0.142	6.29	1.62	0.007	4.82	0.58	0.06	0.09	0.01	0
0.08	5.49	0.08	0.73	0.08	0.05	0.05	1.74	0.97	0.24	0.004	0.199	13.63	1.66	0.006	0.28	0.33	0.07	0.03	0.08	0
0.04	20.18	0.03	3.5	0.005	2	0.13	1.43	1.34	0.76	0.76	0.069	6.71	1.19	0.002	38.64	2.6	0	0.37	0.03	0
0.03	2.52	0.09	0.86	0.02	0.55	0.01	0.1	0.46	0.22	0.001	0.165	5.52	1.89	0.002	12.78	0.45	0.05	0.05	0.06	0
0.08	1.34	0	0.36	0.08	0.08	0.07	0.03	1.35	0	0	0.026	7.46	2.89	0.009	0.07	6.8	0.07	0.07	0.06	0
4.09	7.51	0.04	4.22	0.01	3.67	0.45	0.91	1.26	0	0.74	0.16	15.66	1.25	0.004	33.38	1.56	0.01	0.16	0.08	0
0.06	5.67	0.04	0.14	0.02	0.22	0.07	0.04	1.37	0.84	0.84	0.032	4.38	1.48	0.007	0.2	0.97	0.07	0.02	0	0
0.01	3.82	0.07	0.3	0	0.36	0.08	0.01	0.61	0.01	0.001	0.117	11.98	0.06	0.004	0.47	0.72	0.02	0.03	0.06	0
0.05	0.45	0.09	1.21	0.03	0.15	0.1	0.07	1.12	0.1	0.001	0.108	9.36	0.61	0.009	3.87	2.8	0.02	0.04	0.07	0
0.02	12.42	0.08	0.66	0.04	0.38	0.02	0.7	0.52	0.59	0.59	0.152	14.44	1.12	0.004	0.3	0.22	0.03	0.02	0.07	0
0.46	14.42	0.56	1.41	0.08	0.74	0.8	1.94	1.31	0	0.69	0.194	16.25	1.65	0.004	0.57	1.79	0.06	0.42	0.01	0
1.06	13.92	0.48	1.28	0.04	4.83	0.53	0.02	0.99	0	0	0.078	15.15	1.64	0.006	9.22	7.07	0.07	0.44	0.01	0
0.08	14.1	0.02	0.16	0.02	0.05	0.08	0.08	0.04	0	0.007	0.074	16.31	0.53	0.008	0.32	3.96	0.09	0.03	0	0
3.35	12.31	0.03	0.35	0.006	5.59	0.8	0.03	0.93	0.62	0.62	0.05	18.81	1.9	0.001	48.98	4.21	0.06	0.07	0.02	0
0.04	19.6	0.001	3.09	0.003	7	0.57	1.38	0.13	0.36	0.002	0.117	18.84	1.2	0.001	44.79	1.11	0.08	0.37	0.01	0
1.96	21.81	0.04	2.42	0.08	3.97	0.69	1.08	1.18	0	0.55	0.105	3.23	1.2	0.006	56.14	4.88	0.08	0.29	0.06	0
2.15	8.12	0.94	2.92	0.12	0.51	0.03	1.22	0.78	0.46	0.007	0.082	18.02	1.66	0.006	36.09	7.02	0.04	0.2	0.01	0
0.03	3.07	0.04	2.92	0.08	0.07	0.04	0.05	1.36	0.72	0	0.161	12.49	2.09	0.008	9.47	6.59	0.06	0.06	0.04	0
0.03	6.04	0.08	0.56	0.05	0.42	0.02	0.29	0.5	0.7	0.7	0.136	19.47	2.06	0.001	4.53	0.97	0.02	0.04	0.02	0
0.03	22.93	0.03	0.85	0.07	0.03	0.07	0.06	1.03	0.04	0.007	0.067	13.92	0.99	0	1.83	1.26	0.05	0.08	0	0
0.25	2.5	0.15	2	0.03	4.99	0.66	0.86	0.11	0.85	0.85	0.101	6.77	1.33	0.008	43.38	5.59	0.04	0.45	0.06	0
0.19	2.5	0.62	2.56	0.01	5.22	0.66	0.86	0.11	0	0.85	0.101	6.6	1.21	0.008	43.27	5.59	0.04	0.45	0.06	0
0.07	27.15	0.07	1.93	0.01	0.57	0.01	0.03	0.2	0	0.69	0.104	5.13	0.35	0.006	2.61	2.87	0.03	0.02	0.08	0
0.07	26.86	0.62	3.99	0.07	6.52	0.12	1.41	0.92	0.93	0.93	0.075	16.23	2.58	0.005	33.61	5.24	0.05	0.15	0.07	0
0.78	22.26	0.42	3.87	0.08	6.05	0.71	0.53	0.95	0	0	0.011	12.4	1.79	0.006	31.07	3.57	0.03	0.01	0.05	0
0.92	9.34	0.04	1.39	0.004	7.59	0.19	1.22	1.06	0.27	0.008	0.103	3.7	1.42	0.007	20.28	4.35	0.01	0.41	0.07	1
0.06	15.91	0.04	1.85	0.05	0.21	0.07	1.86	1.05	0.58	0.58	0.006	6.47	1.45	0.003	4.47	0.06	0.04	0.04	0.01	0
0.02	23.98	0.01	1.03	0.09	0.37	0.01	0.4	0.71	0.2	0.008	0.022	3.1	1.96	0.009	1.92	0.67	0.09	0.06	0.02	0
0.01	21.44	0.06	0.6	0.09	0.46	0.04	0.93	0.2	0.51	0.51	0.105	5.88	1.48	0.002	2.83	0.42	0.04	0.06	0.05	0
0.07	12.01	0.08	0.18	0.08	0.1	0.06	0.1	0.02	0.49	0	0.194	11.89	1.18	0.008	8.78	1.5	0.06	0.08	0.02	0
0.09	2.83	0	2.06	0.03	0.06	0.08	0	1.23	0	0	0.142	1.61	1.33	0.002	1.74	5.17	0.02	0.04	0.04	0
0.1	10.19	0.24	1.56	0.13	4.09	0.87	0.19	1.18	0.71	0.71	0.162	7.4	2.24	0.001	18.12	0.62	0.07	0.06	0.03	1
1.12	9.92	0.01	1.98	0.003	3.08	0.66	1.26	1.33	0.34	0.006	0.164	2.65	1.74	0	16	1.18	0.01	0.42	0.01	1
0.01	16.35	0.08	0.54	0.07	0.06	0.03	0.1	0.41	0	0.67	0.067	18.84	0	0.001	0.96	0.97	0.04	0.07	0.07	0
0.05	7.48	0.04	3.91	0.003	1.1	0.81	1.52	0.94	0.15	0.008	0.042	2.06	1.43	0.008	13.7	1.71	0.05	0.49	0.02	0
0.07	15.59	0	0.03	0.04	0.34	0.01	0.31	0.74	0	0.55	0.093	8.12	0.64	0.009	4.9	0.13	0.09	0.01	0.05	0
0.05	15.37	0.01	1.58	0.03	0.09	0.02	0.05	0.8	0	0.69	0.104	8.26	0.25	0.004	4.61	1.43	0.09	0.02	0.05	0
4.13	5.14	1	2.55	0.01	5.72	0.84	1.77	0.94	0	0.006	0.126	0.46	1.94	0.005	19.17	4.51	0.07	0.02	0.05	0
0.02	24.87	0.1	0.45	0.06	0.23	0.05	0	1.42	0	0.006	0.182	10.66	0.41	0.005	0.48	1.84	0	0.09	0.05	0
0.09	8.21	0.08	0.24	0.01	0.1	0.05	0.08	0.45	0	0	0.053	4.4	2.38	0.005	3.52	7.63	0.08	0.04	0.04	0
2.68	26.63	0.7	1.17	0.02	0.9	0.9	1.86	0.26	0	0.55	0.013	1.91	1.82	0.008	17.92	1.34	0.03	0.19	0.05	0
0.28	20.4	0.5	2.41	0.07	0.95	0.17	1.07	1.03	0.27	0.002	0.141	17.17	1.39	0.006	18.58	2.73	0.1	0.34	0.08	0
0.07	27.35	0.05	0.28	0.02	0.09	0.08	1.24	0.14	0	0.51	0.032	19.47	0.66	0	4.43	0.82	0.03	0.07	0.01	0
0.1	0.08	0.04	0.34	0.01	0.33	0.02	1.41	1.08	0	0.002	0.15	0.81	0.71	0.003	0.67	2.59	0.04	0.04	0.04	0
3.98	19.77	0.88	1.47	0.09	6.4	0.1	1.86	0.86	0	0	0.197	14.12	1.99	0.001	24.19	7.24	0.08	0.08	0.07	0
0.78	22.2	0.001	2.25	0.003	4.74	0.15	1.33	0.63	0	0	0.132	11.04	1.85	0.009	30.91	6.68	0.1	0.11	0.05	0
0.09	20.7	0.05	2.61	0.02	0.02	0	0.55	0.19	0.72	0.72	0.089	0.16	1.12	0.004	5.89	3.42	0.01	0.07	0.03	0
0.09	15.7	0.06	0.27	0.02	0.05	0.06	0.02	0.88	0	0	0.076	15.55	1.55	0.009	0.32	6.6	0.05	0.08	0.05	0
0.14	7.77	0.72	0.88	0.02	6.77	0.28	0.36	0.45	0.79	0.79	0.198	7.22	1.38	0.008	34.46	1.1	0	0.33	0.06	0
0.34	20.63	0.01	0.76	0.006	4.93	0.42	0.61	1.26	0.42	0.005	0.162	0.49	1.45	0.008	50.59	3.04	0.05	0.37	0.05	0
4.61	18.92	0.08	1.93	0.08	6.35	0.57	1.9	0.44	0.84	0.84	0.028	12.21	1.93	0.003	13.47	7.31	0.02	0.44	0.05	0
0.05	19.31	0.001	0.47	0.002	7.89	0.43	1.84	0.75	0.92	0.92	0.142	7.14	1.36	0.004	53.71	5.84	0.02	0.38	0.09	0
0	15.67	0.09	2.22	0.1	0.02	0.04	1.5	0.25	0.02	0	0.083	6.45	0.35	0.009	13.59	0.6	0.02	0.01	0	0
0.09	11.68	0.07	0.1	0.09	0.28	0.07	1.73	0.8	0.93	0.93	0.174	16.88	1.45	0.006	3.55	2.72	0.05	0.01	0.07	0
0.08	11.39	0.04	0.82	0	0.04	0.02	1.82	0.44	0	0	0.022	15.33	2.2	0.007	4.51	0.11	0.03	0.04	0.06	0
0.09	26.79	0.05	0.96	0.08	0.26	0.07	0	0.14	0	0.51	0.032	18.58	0.92	0	8.75	0.98	0.03	0.01	0.01	0
0.41	14.52	0.02	0.77	0.005	0.6	0.8	1.94	1.31	0.69	0.69	0.194	15.32	1.54	0.004	6.86	1.79	0.06	0.42	0.01	1
0.04	19.41	0.02	0.53	0.08	0.31	0.07	1.69	1.35	0.63	0.63	0.106	18.08	1.28	0.01	0.84	2.04	0.04	0.01	0.05	0
0.06	0.29	0.03	3.65	0.002	1.36	0.42	1.31	0.63	0.44	0.003	0.139	15.88	1.83	0.002	53.92	1.04	0.1	0.34	0.08	0
0.06	0.64	0.05	2.51	0.02	0.08	0.05	0.73	1.43	0	0	0.081	11.3	1.79	0.004	0.87	0.55	0.08	0.06	0.07	0
0.06	23.45	0.07	0.5	0.07	0.27	0.07	0.92	1.09	0	0.75	0.085	6.58	0.12	0.009	0.41	0.46	0.05	0.09	0.01	0
0.05	29.82	0.02	1.96	0.003	0.94	0.79	1.98	0.63	0.99	0.99	0.005	14.86	1.51	0.01	17.84	7.59	0	0.44	0.06	0
0.62	28.89	0.03	2.45	0.003	7.12	0.06	0.66	0.03	0.62	0.62	0.024	1.42	1.57	0.01	2.63	5.82	0.02	0.17	0.03	1
0.03	19.23	0.14	4.53	0.07	4.16	0.6	0.08	0.84	0.15	0.001	0.001	13.22	1.28	0.009	37.98	4.13	0.01	0.48	0.01	0
0.06	9.95	0.01	0.88	0.08	0.19	0.09	0.07	1.01	0.03	0.006	0.013	13.77	0.96	0.002	6.85	0.26	0.09	0.08	0.09	0
0.99	28.24	0.04	3.57	0.008	2.58	0.65	0.25	1.16	0.98	0.98	0.191	10.96	1.05	0.007	44.03	6.19	0.03	0.17	0.07	0
3.02	9.82	0.83	1.08	0.04	3.3	0.51	1.36	0.31	0.84	0.84	0.1	14.98	1.24	0.004	58.1	1.82	0.03	0.5	0.06	0
0.02	20.07	0.04	0.94	0.06	0.02	0.08	0.08	0.23	0	0.006	0.195	13.79	0.87	0.001	0.35	1.72	0.09	0.04	0.08	0
0.02	29.03	0.02	0.12	0.07	0.26	0.09	0.95	0.43	0.94	0.94	0.07	3.72	1.36	0.003	4.94	3.32	0.07	0.02	0.06	0
2.78	19.32	0.67	1.94	0.02	2.38	0.74	0.18	0.13	0	0	0.132	9.63	1.82	0.006	8.39	6.35	0	0.17	0.06	0
2.04	22.26	0.03	1.79	0.005	5.98	0.7	1.92	1.36	0.94	0.94	0.128	7.67	1.54	0.008	24.13	0.85	0.07	0.36	0.03	1
2.2	25.8	0.88	3.5	0.06	1.92	0.11	1.96	1.32	0	0	0.192	13.65	1.6	0.002	36.58	2.96	0.09	0.32	0.09	0
0.08	9.87	0.04	0.55	0.04	0.01	0.07	1.76	0.65	0.92	0.92	0.105	2.84	1.11	0.008	8.26	0.4	0.09	0.06	0.07	0
0.08	9	0.07	0.17	0.01	0.35	0.04	1.76	0.56	0.5	0.5	0.096	6.79	0.65	0.002	7.7	0.43	0.1	0.04	0.01	0
0.1	23.77	0.02	1.53	0.005	4.18	0.53	1.99	0.81	0.19	0.001	0.098	3.77	1.65	0.003	2.08	4.51	0.1	0.07	0.02	0
0.06	4.22	0.05	0.63	0.006	4.43	0.5	1.58	0.13	0.97	0.97	0.17	11.6	1.07	0.006	9.82	0.83	0.06	0.23	0.08	0
3.95	3.2	0.04	0.73	0.007	7.17	0.01	0.7	1.43	0.35	0.004	0.188	9.23	1.84	0.002	2.43	5.26	0.06	0.47	0.03	1
0.01	24.28	0.08	0.14	0.03	0.13	0.01	0.01	1.19	0.09	0.005	0.032	15.36	1	0.005	0.37	1.54	0.09	0.05	0.06	0
1.7	4.26	0.05	0.78	0.11	7.95	0.61	1.95	1.29	0	0.002	0.088	17.63	1.24	0.004	44.18	6.74	0.09	0.06	0.05	0
0.09	16.43	0.01	0.38	0.02	0.07	0.03	0.31	0.74	0.55	0.55	0.093	7.85	1.78	0.009	4.04	1.7	0.09	0.02	0.05	0
0.04	25.34	0.03	2.5	0.03	0.23	0.06	1.62	1.27	0	0.001	0.117	12.88	1	0.005	0.77	0.76	0.1	0.03	0.03	0
0.03	8.26	0.07	0.99	0.06	0.05	0.02	0	0.82	0	0.005	0.037	13.27	0.67	0	2.22	0.76	0	0.08	0.01	0
0.09	6.34	0.12	3.59	0.02	6.8	0.18	0.33	0.22	0.31	0.008	0.163	11.67	1.11	0.007	29.35	3.14	0.04	0.38	0.06	0
0.1	28.38	0.01	0.25	0.09	0.14	0.02	0.13	0.82	0	0.008	0.088	16.26	1.02	0	3.27	1.61	0.05	0.1	0.02	0
0.01	18.33	0.04	0.42	0.09	0.58	0.09	1.41	0.37	0.79	0.79	0.085	5.77	1.7	0.007	3.42	0.85	0.06	0.03	0.08	0
0.06	14	0.03	0.59	0.002	2.2	0.29	0.99	0.31	0.01	0.007	0.19	10.63	1.28	0.003	5.87	3.41	0.04	0.09	0.04	0
0.04	10.59	0.01	0.95	0.02	0.17	0.03	0.04	0.51	0	0	0.152	13.15	1.69	0.008	0.16	1.65	0.04	0.08	0.03	0
0.01	13.79	0.09	2.02	0.08	0.05	0.02	0.48	1.48	0.06	0.001	0.117	3.19	1.39	0.004	10.16	2.58	0.06	0	0.09	0
0.05	25.44	0.29	1.2	0.12	1.99	0.32	0.04	0.22	0.21	0.005	0.001	18.26	1.61	0.009	2.21	2.08	0.06	0.11	0.05	0
0.34	4	0.02	0.28	0.005	0.81	0.33	0.07	0.7	0.01	0	0.008	6.74	1.69	0.006	20.14	7.85	0.06	0.13	0.08	0
0.95	10.26	0.97	3.18	0.13	5.11	0.17	1.29	1.01	0	0.006	0.013	14.54	1.48	0.002	29.93	0.49	0.09	0.07	0.09	0
0.01	2.95	0.02	0.15	0.01	0.09	0.07	0.08	1.41	0.63	0	0.128	9.44	1.94	0.01	0.47	2.77	0.02	0.05	0.06	0
0.08	19.25	0.06	0.31	0.09	0.01	0.03	0.05	0.91	0	0.74	0.074	18.42	0.14	0.007	9.41	0.05	0.05	0.09	0.03	0
0.05	4.71	0.07	2.3	0.06	0.05	0.04	1.05	1.26	0.03	0.003	0.079	9.04	1.88	0.004	1.8	0.03	0.01	0.03	0.09	0
0.16	18.57	0.5	3.15	0.06	5.4	0.13	0.06	1.01	0.68	0.68	0.198	12.93	1.39	0.007	22.14	1.02	0.03	0.26	0.06	0
0.02	18.98	0.04	0.42	0.03	0.02	0.06	0.87	0.69	0	0.55	0.153	6.01	0.09	0.007	2.71	2.42	0.01	0.03	0.08	0
0.06	0.47	0	1.15	0.03	0.03	0.07	1.88	1.34	0	0	0.116	3.27	1.92	0.009	6.12	0.51	0.08	0.06	0.06	0
0.04	28.79	0.03	0.67	0.02	0.06	0.08	0.9	0.28	0.19	0.001	0.059	10.44	0.05	0.006	0.87	0.9	0.06	0.06	0.08	0
0.09	22.83	0.02	0.76	0.01	0	0.03	0.04	1.33	0	0.55	0.116	12.05	0.34	0.009	1.75	0.35	0.03	0.06	0.03	0
0	23.38	0.03	2.73	0.09	0.01	0	1.35	1.07	0.7	0.7	0.101	1.16	0.61	0.008	1.05	3.75	0.09	0.06	0.03	0
0.15	19.01	0.26	2.48	0.09	2.33	0.69	0.87	0.69	0.55	0.55	0.153	6.56	1.58	0.007	27.96	4.15	0.01	0.38	0.08	0
4.58	26.21	0.04	0.56	0.008	6.69	0.51	0.26	0.82	0.74	0.74	0.197	17.26	1.23	0.003	25.62	1.51	0.1	0.16	0.07	0
3.44	12.48	0.03	2.45	0.003	4.79	0.13	0.24	1.23	0	0	0.196	9.6	1.65	0.008	40.67	5.94	0.03	0.1	0.07	0
0.03	0.87	0.09	0.96	0.05	0.04	0.03	1.92	1.2	0.32	0.003	0.082	19.35	2.18	0.008	4.48	0.36	0.02	0.07	0.08	0
0.03	5.76	0.01	3.94	0.003	1.7	0.47	1.15	0.25	0.04	0.003	0.135	2.4	1.75	0.01	46.85	0.94	0.09	0.45	0.02	0
0.01	14.82	0.02	1.64	0.09	0.1	0.02	0.06	0.54	0	0.001	0.124	17.62	0.95	0.002	4.26	6.46	0.03	0	0	0
0.43	28.46	0.01	2.88	0.007	6.62	0.17	0.75	1.29	0.18	0.001	0.134	12.33	1.12	0.005	41	3.39	0.08	0.4	0.05	0
0.07	29.08	0.06	0.21	0.01	0.34	0.07	0.08	1.3	0	0.73	0.086	4.79	0.31	0.001	1.13	3.78	0.07	0.01	0.03	0
0.08	19.03	0.02	0.18	0.08	0.06	0.02	1.72	0.91	0.38	0.008	0.019	4.5	0.05	0.008	0.33	0.34	0.03	0	0.04	0
0.1	21.67	0.04	0.76	0.02	0.05	0.01	0.04	0.81	0	0.87	0.15	2.74	0.85	0.004	4.31	6.35	0.02	0.01	0.05	0
3.26	23.54	0.75	1.25	0.02	3.36	0.28	1.5	0.63	0.74	0.74	0.152	8.54	1.93	0.005	44.73	5.94	0.07	0.22	0.02	0
0.02	22.24	0.03	0.44	0.09	0	0.1	1.85	1.24	0	0.75	0.124	2.86	0.7	0.008	0.2	1.89	0.08	0.06	0.06	0
0.11	14.94	0.01	1.8	0.002	1.67	0.2	1.08	0.52	0.74	0.74	0.067	4.52	1.52	0	17.72	4.91	0.04	0.45	0.02	0
0.02	27.73	0.02	0.56	0.02	0.29	0.05	1.14	0.83	0.36	0.004	0.065	6.45	1.19	0.005	4.38	0.93	0.01	0.04	0.09	0
0.08	12.94	0.1	2.62	0.03	0.07	0.04	1.29	0.13	0	0	0.169	10.09	2.36	0.006	3.49	5.37	0.08	0.07	0.01	0
0.02	26.69	0.08	0.11	0.08	0.05	0.05	0.84	0.33	0.89	0.89	0.048	12.51	1.67	0.006	4.86	0.96	0.06	0.06	0.08	0
4.38	22.68	0.01	0.73	0.009	1.36	0.67	1.26	0.59	0.75	0.75	0.011	3.76	1.28	0.01	17.71	1.03	0.02	0.02	0.06	1
0.09	4.63	0.09	0.62	0.05	0.02	0.04	0.08	0.89	0	0.55	0.164	8.49	0.58	0.001	8.76	0.85	0.08	0.04	0.09	0
3.29	1.91	0.16	2.3	0.11	0.42	0.24	1.52	0.76	0	0	0.155	8.28	2.03	0.002	37.26	3.04	0.1	0.2	0.08	0
0.02	23.34	0.09	0.34	0.09	0.12	0.09	0.64	0.43	0.46	0.002	0.059	16.51	0.94	0.006	1.88	0.55	0.03	0.02	0.06	0
0.1	18.74	0.09	1.25	0.04	0.04	0.09	0.36	0.64	0.69	0.69	0.005	1.16	1.56	0.001	1.38	0.97	0.07	0.08	0.05	0
0.08	15.42	0.05	1.38	0.001	6.02	0.33	0.22	0.01	0.76	0.76	0.052	14.91	1.06	0.009	21.87	4.74	0.01	0.26	0.05	0
0.08	22.67	0.07	1.97	0.06	0.16	0.05	1.95	1.38	0	0.003	0.191	18.81	0.44	0.009	0.29	0.53	0.05	0.08	0.02	0
0.09	19.21	0.01	0.14	0.05	0.03	0.03	1.24	0.79	0.7	0.7	0.113	17.44	1.04	0.009	0.16	4.26	0	0.02	0.08	0
0.07	1.03	0.04	2.57	0.05	0.2	0.09	0.08	0.79	0	0.73	0.059	4.83	0.98	0.006	3.62	3.31	0.06	0.06	0.05	0
0.05	24.34	0.07	0.27	0.04	0.06	0.01	1.27	1.25	0.75	0.75	0.076	7.49	1.32	0.008	4.92	0.83	0.01	0.02	0.08	0
4.55	14.38	0.04	2.3	0.001	1.23	0.77	0.36	0.37	0.45	0.001	0.033	9.55	1.38	0.005	0.74	4.99	0.05	0.33	0.06	1
2.12	23.58	0.001	0.57	0.003	4.3	0.82	1.57	0.43	0.04	0.003	0.089	14.77	1.97	0.005	0.91	5.11	0.03	0.2	0.03	1
2.82	10.11	0.03	0.3	0.001	4.08	0.03	0.9	1.24	0	0	0.061	0.37	1.16	0.007	43.79	0.56	0.06	0.21	0.03	1
2.22	29.68	0.03	2.86	0.006	4.54	0.72	0.14	1.42	1	1	0.082	11.3	1.46	0.006	33.09	4.96	0	0.16	0.05	0
0.1	1.95	0.64	3.13	0.06	2.15	0.79	0	0.91	0.7	0.7	0.041	14.17	1.68	0.005	36.25	6.38	0.02	0.34	0.07	0
0.04	14.79	0.04	3.08	0.007	6.06	0.68	1.3	0.5	0.1	0.008	0.036	2.08	1.69	0.008	54.32	0.86	0.01	0.19	0.02	0
2.42	2.15	0.03	1.99	0.001	6.2	0.03	1.33	1	0.18	0.005	0.152	16.52	1.48	0.006	43.4	3.36	0.07	0.27	0.06	0
2.83	3.04	0.75	0.23	0.11	6.31	0.47	1.75	1.28	0	0	0.177	17.38	1.26	0.003	23.45	4.91	0.01	0.17	0.08	0
0.01	2.47	0.05	0.18	0.04	0.23	0.06	0.75	0.44	0.68	0.68	0.157	16.33	1.2	0.002	2.35	1.75	0.04	0.02	0.04	0
4.82	3.72	0.74	0.6	0.09	0.9	0.1	1.6	0.83	0	0.68	0.153	5.72	1.91	0.009	25.79	7.22	0.05	0.49	0.05	0
0.08	25.65	0.02	1.49	0	0.48	0.02	1.58	0.15	0	0.72	0.013	9.18	0.52	0.008	0.17	1.38	0.06	0.08	0.09	0
1.79	3.24	0.73	0.95	0.12	8.06	0.51	0.1	0.46	0.22	0.001	0.165	6.52	2.3	0.002	45.11	0	0.05	0.04	0.06	0
0.07	14	0.01	0.49	0.05	0.3	0.08	0.07	0.52	0	0.007	0.146	7.72	0.27	0.003	4.12	1.05	0.07	0.01	0.01	1
0.07	4.48	0.02	1.65	0.004	4.15	0.48	0.11	1.46	0.75	0.75	0.005	7.38	1.03	0.002	55.52	7.11	0.07	0.46	0.07	0
0.02	5.31	0.09	0.78	0.06	0.27	0.02	1.97	0.85	0.56	0.56	0.096	19.18	1.77	0.003	1.7	1.3	0.02	0	0.03	0
1.2	21.4	0.05	0.81	0.003	6.49	0.82	1.97	0.85	0.56	0.56	0.096	18.43	1.53	0.003	47.74	6.2	0.02	0.21	0.03	0
0.06	22.94	0.03	0.06	0.07	0.21	0.05	1.33	0.18	0	0.81	0.041	16.69	1.81	0.01	0.08	0.13	0	0.04	0.07	0
0.06	25.59	0.02	3.03	0.001	1.53	0.86	0.66	1	0.67	0.67	0.182	11.69	1.15	0.004	3.24	1.27	0.07	0.4	0	0
0.03	6.46	0.05	0.75	0.01	0	0.05	0.28	0.82	0.54	0.54	0.197	1.4	1.95	0.007	5.28	2.53	0.05	0.09	0.05	0
0.04	14.94	0.06	1.41	0.02	0.08	0.09	0.63	1.03	0	0.004	0.031	10.24	0.22	0.003	7.6	2.11	0.05	0.06	0.08	0
0.01	9.43	0.03	1.83	0.05	0	0.09	1.03	0.27	0.19	0.003	0.163	6	1.62	0.003	1.14	4.15	0.02	0.03	0.01	0
0.04	28.78	0.01	0.4	0.02	0.38	0.02	0.26	0.16	0.91	0.91	0.176	6.38	1.2	0.009	5.41	2.07	0.05	0.09	0.09	0
0.03	11.53	0.05	1.28	0.02	0.18	0.08	0.04	0.62	0	0.72	0.076	15.59	0	0.004	0.74	0.6	0.06	0.01	0.02	0
0.05	16.94	0.05	0.77	0.08	0.7	0.01	0.09	1.44	0	0.003	0.092	7.26	0.89	0.009	7.39	0.08	0.02	0.08	0.07	1
3.52	6.02	0.43	1.17	0.04	0.81	0.04	1.64	0.78	0.8	0.8	0.092	1.05	1.22	0.01	56.13	3	0	0.23	0.03	0
0	0.42	0.06	1.29	0.01	0.57	0.07	0.22	0.79	0.59	0.59	0.119	14.86	1.41	0.001	5.23	0.04	0.08	0.05	0.05	0
0.04	7.79	0	0.22	0.04	0.39	0.03	1.94	0.78	0	0.89	0.101	12.61	0.14	0.008	10.96	6.31	0.02	0.04	0.04	0
0	3.65	0.07	0.39	0.09	0.42	0.05	0.22	0.01	0.76	0.76	0.052	15.85	1.27	0.009	0.6	2	0.01	0.06	0.05	0
0	1.42	0.02	0.22	0.05	0.04	0.03	0.04	0.53	0	0.002	0.11	13.73	0.72	0.009	8.24	0.14	0.04	0.07	0	0
0	26.07	0.02	0.72	0.08	0.07	0.09	0.62	1.1	0.12	0.001	0.036	17.78	1.62	0.001	0.59	2.54	0.02	0.03	0	0
0.14	13.95	0.44	3.13	0.03	3.16	0.52	0.01	0.62	0.02	0.004	0.09	13.99	1.94	0.008	11.56	3.78	0.07	0.07	0.06	0
0.08	18.05	0.7	1.83	0.01	3.79	0.31	0.05	0.52	0.51	0.51	0.125	10.07	1.59	0.002	42.23	2.38	0.04	0.31	0.01	0
0.08	8.43	0.07	1.79	0	0.02	0.07	0.1	0.01	0.92	0.92	0.101	15.69	0.36	0.007	0.51	0.57	0.01	0.04	0.04	0
0.09	4.84	0.02	0.87	0.04	0.04	0.09	0.05	0.03	0.24	0.002	0.011	7.21	1.48	0.001	0.56	0.59	0.04	0.05	0.07	0
0	22.07	0.01	0.66	0.05	0.01	0.06	1.92	1.36	0.94	0.94	0.128	7.67	1.54	0.008	5.47	0.13	0.07	0.05	0.03	0
0.05	24.22	0.02	0.59	0.01	0.45	0.02	0.02	1.48	0	0	0.031	10.27	1	0.001	1.48	1.11	0.09	0.1	0.08	1
0.03	0.42	0.01	0.04	0.01	0.1	0.04	0.34	1.4	0.56	0.56	0.013	4.28	1.96	0.009	2.13	4.07	0.05	0.01	0.03	0
0.1	1.12	0.03	0.87	0.01	0.02	0	0.4	1.41	0.82	0.82	0.023	8.8	1.78	0	6.35	2.25	0.09	0.04	0.02	0
0.04	25.46	0.01	2.03	0.001	1.03	0.56	1.42	1.03	0.01	0.008	0.014	10.99	1.47	0.006	6.02	1.38	0.06	0.19	0.06	0
1.51	23.19	0.03	3.74	0.007	7.57	0.15	0.96	1.41	0.99	0.99	0.13	11.43	1.33	0.001	37.78	4.74	0.01	0.03	0.03	0
4.62	18.07	0.31	2.62	0.05	8.07	0.36	1.85	0.44	0.18	0	0.047	14.29	1.58	0.002	20.5	3.95	0.05	0.46	0	0
2.27	2.65	0.04	1.87	0.004	6.28	0.57	0.28	1.25	0	0	0.048	0.39	1.88	0.008	51.03	1	0.08	0.28	0.03	1
